hq_id,dept_id,sec_id,month,hc_g1,hc_g2,hc_g3,hc_g4,hc_g5,hc_g6,hc_g7,hc_g8,hc_g9,hc_g10,territory_potential,discount_amount_total,touches,opps_created,meetings_held,proposals_sent,net_sales,u_s
HQ01,DEPT03,SEC024,2025-01,4,3,6,2,1,3,1,0,0,0,2.488347742494521,13.578270659328277,20,13,6,2,6740.616299362675,0.18767711819020103
HQ01,DEPT03,SEC025,2025-01,6,9,2,4,2,2,1,4,1,4,3.0870286250306336,33.86592802070334,37,24,18,14,110979.49898158692,0.09280396191607151
HQ01,DEPT03,SEC026,2025-01,6,9,4,1,0,3,4,0,0,1,1.1694427016669136,11.086730768737349,12,8,3,1,0.0,0.13703257126722343
HQ01,DEPT03,SEC027,2025-01,7,3,4,1,2,1,1,2,2,1,1.8135356159778426,14.087442380049525,23,12,7,7,6094.411094487903,0.19857778231999537
HQ01,DEPT03,SEC028,2025-01,8,2,4,1,2,2,2,2,1,0,2.4526703700300385,23.630052119316876,16,12,9,5,33790.16057290093,0.10891615396952153
HQ01,DEPT03,SEC029,2025-01,5,6,5,0,3,0,0,0,0,0,1.8677853841619227,11.231703372797936,26,15,11,7,14803.674939372762,0.11452136819949872
HQ01,DEPT03,SEC030,2025-01,9,5,4,2,1,3,2,1,1,0,3.4904782769143594,15.365402544954625,28,18,9,7,33969.155066131796,0.3587518936767119
HQ01,DEPT04,SEC031,2025-01,4,3,2,2,3,1,1,3,0,1,5.468770314464351,37.145726680056946,57,38,20,13,85810.03909321417,0.14609174423567453
HQ01,DEPT04,SEC032,2025-01,6,6,5,4,2,1,1,0,0,1,1.8007168726496117,33.40170510962528,32,18,12,9,19396.764398639538,0.14082070206081715
HQ01,DEPT04,SEC033,2025-01,9,4,6,1,1,2,3,1,1,0,2.0276709286231527,8.521179578297598,24,13,6,5,22184.38162615439,0.0037482356183062286
HQ01,DEPT04,SEC034,2025-01,3,3,6,0,1,4,1,2,0,1,2.9517757219667637,12.623444803346903,24,14,10,6,15251.12067664001,0.14422399767177269
HQ01,DEPT04,SEC035,2025-01,4,3,9,2,2,0,2,1,3,0,4.7773722267190735,40.85642138252168,37,28,17,12,71556.2571883394,0.13395935280898322
HQ01,DEPT04,SEC036,2025-01,6,4,5,2,4,4,1,2,0,2,1.7721065684990713,17.272371548816444,23,14,8,6,17134.09202324838,0.19961553269183588
HQ01,DEPT04,SEC037,2025-01,10,7,3,1,2,1,0,1,1,1,2.965846955654598,11.775275523082351,40,21,11,7,11159.92952152573,0.029545645352827082
HQ01,DEPT04,SEC038,2025-01,8,8,3,3,3,2,2,1,1,2,5.142064218535068,25.80254147868954,38,27,20,14,75895.26539898705,0.12698949361324613
HQ01,DEPT04,SEC039,2025-01,5,4,4,2,4,4,1,0,1,0,1.5248320885634645,18.385437037747106,23,15,9,8,38921.35344523013,0.023915463271919714
HQ01,DEPT04,SEC040,2025-01,7,1,3,4,2,3,0,1,0,1,1.7360731936739913,18.352933789432853,20,12,6,2,0.0,0.506200330187409
HQ01,DEPT05,SEC041,2025-01,4,2,5,3,1,2,2,1,0,1,2.3437159619708927,13.569180021045506,20,7,7,3,9614.924799481112,0.43413374172692615
HQ01,DEPT05,SEC042,2025-01,6,9,1,5,2,4,3,1,1,1,2.2654967611881243,20.569430677669622,16,7,5,4,0.0,0.3968098837063207
HQ01,DEPT05,SEC043,2025-01,5,3,6,3,1,1,0,4,1,1,3.6125375603520125,7.1876109958101475,32,19,11,9,34163.61935209572,0.2991740482804445
HQ01,DEPT05,SEC044,2025-01,7,4,3,2,4,2,1,0,2,1,2.958199783111176,20.839226350993673,24,17,12,9,46821.75325497095,0.11993226801703097
HQ01,DEPT05,SEC045,2025-01,5,5,3,4,2,2,2,0,2,0,1.4604772693632377,14.509268146223082,19,9,4,4,4593.220442641383,0.2716437166080182
HQ01,DEPT05,SEC046,2025-01,7,8,4,0,1,3,0,2,1,1,3.255655510226025,12.335061218038637,23,16,9,4,19342.08893772106,0.1134487662118169
HQ01,DEPT05,SEC047,2025-01,7,3,3,0,1,0,1,1,1,1,2.220786448931106,19.694493100648533,13,5,4,3,4654.8097133665915,0.3897684893358196
HQ01,DEPT05,SEC048,2025-01,11,6,8,2,1,1,0,1,0,1,4.246336137909584,26.221005505518274,31,17,10,5,18805.29076262466,0.10687919131842778
HQ01,DEPT05,SEC049,2025-01,3,6,7,3,0,1,4,0,2,2,2.182223611549669,12.935506302163432,30,18,9,7,20930.37024916116,0.22125467054012596
HQ01,DEPT05,SEC050,2025-01,5,6,1,2,2,0,2,1,1,0,2.1753392968246676,14.52368917437932,26,12,5,1,4789.390058797839,0.2800853040029631
HQ01,DEPT06,SEC051,2025-01,7,1,4,3,3,2,2,3,2,2,3.285096619331734,6.818112906368105,30,24,16,8,43472.30958389953,0.061631267360289003
HQ01,DEPT06,SEC052,2025-01,2,5,1,6,3,5,1,1,2,1,3.5502721723566006,30.515840121876586,36,23,11,9,26214.036703409183,0.2850066164731744
HQ01,DEPT06,SEC053,2025-01,10,3,4,2,2,0,0,0,1,1,3.1798523896881816,32.62549627287439,27,21,15,9,91539.33469727755,0.10170992277016874
HQ01,DEPT06,SEC054,2025-01,7,5,1,1,4,1,0,1,2,0,1.5068794738612832,20.510187075728975,19,6,3,1,6388.100716903965,0.25209244123721863
HQ01,DEPT06,SEC055,2025-01,7,3,5,1,1,5,1,2,0,2,3.2815374718043624,15.015335759158743,34,21,9,5,20055.191814508788,0.5181961269577046
HQ01,DEPT06,SEC056,2025-01,7,6,4,4,1,2,1,0,2,1,1.8926769108119461,19.15423490269564,27,13,6,2,5441.82457155835,0.1303270930637572
HQ01,DEPT06,SEC057,2025-01,4,5,7,1,0,2,0,2,1,0,2.951597765208174,34.881487162372686,32,20,16,14,70910.98274424132,0.07132068069968336
HQ01,DEPT06,SEC058,2025-01,5,7,4,7,1,2,0,0,2,3,1.6515148334459333,12.017600662297525,35,20,12,8,32772.86386626708,0.17824498670903832
HQ01,DEPT06,SEC059,2025-01,12,6,3,1,0,2,1,1,1,0,3.177875054700412,25.73329544633825,28,16,8,7,36829.19927970702,0.43381735631653634
HQ01,DEPT06,SEC060,2025-01,7,6,5,3,1,2,2,2,1,0,2.049693733081498,16.25647782007367,38,24,11,8,22483.55310804917,0.021638852314160854
HQ01,DEPT07,SEC061,2025-01,6,7,2,3,1,0,2,3,1,0,1.735122250689122,13.697236239348648,27,16,10,6,20056.507377981496,0.15884781271914072
HQ01,DEPT07,SEC062,2025-01,7,6,3,2,2,2,2,2,1,1,3.48977424462718,53.402377875624346,21,13,10,8,35911.85259838426,0.06980286340641119
HQ01,DEPT07,SEC063,2025-01,4,3,7,0,5,2,1,1,1,1,2.9581840474517387,20.46858132574338,38,24,16,11,31264.49970429053,0.006555643657032864
HQ01,DEPT07,SEC064,2025-01,8,8,3,2,1,1,3,3,1,0,2.1926439955177117,19.269421461097508,18,11,8,5,22287.54950990708,0.4805336673962746
HQ01,DEPT07,SEC065,2025-01,5,5,3,1,1,2,2,1,1,0,4.5172915387782435,30.44225136940475,23,11,7,4,24828.344897576128,0.07180668824190728
HQ01,DEPT07,SEC066,2025-01,5,7,5,1,1,1,1,1,1,1,2.3297748976283676,67.62039287386504,30,18,8,5,27355.917709239144,0.30704924778655945
HQ01,DEPT07,SEC067,2025-01,13,5,5,6,3,1,0,0,1,2,2.749001310467081,14.741522375170472,32,20,13,8,33470.06208343888,0.053782690486894845
HQ01,DEPT07,SEC068,2025-01,3,10,2,6,3,3,0,0,2,1,2.9865524837108066,17.03334210993116,46,29,20,13,54830.83811640572,0.06599900519152954
HQ01,DEPT07,SEC069,2025-01,10,5,3,2,4,3,1,1,0,0,2.1882823544445125,17.852929949534964,40,11,9,7,27774.352440931023,0.40775627257213093
HQ01,DEPT07,SEC070,2025-01,7,4,7,3,1,3,1,2,2,0,3.205594942689718,17.950499795633625,23,15,8,5,44878.977356701325,0.25053337377437357
HQ01,DEPT08,SEC071,2025-01,5,1,4,4,4,4,2,2,0,2,2.2553195686293117,22.091284132352637,10,6,6,3,14322.035481913816,0.1070613177448528
HQ01,DEPT08,SEC072,2025-01,5,2,4,2,1,1,0,1,0,2,2.3535541437499514,18.4929257444416,23,10,6,5,30705.604033569274,0.4389908673658685
HQ01,DEPT08,SEC073,2025-01,7,5,3,0,4,3,1,0,2,1,4.379457787561294,16.55219429411858,28,16,10,3,16799.306231552684,0.3566289162968553
HQ01,DEPT08,SEC074,2025-01,6,6,1,5,2,0,2,1,3,1,1.8885226969797333,15.307454603513458,33,23,18,11,19907.717853721584,0.19192545982492432
HQ01,DEPT08,SEC075,2025-01,4,3,2,4,4,1,0,1,0,1,1.1682733437097104,13.17492889379555,14,7,2,2,3374.156127984418,0.27797278242165746
HQ01,DEPT08,SEC076,2025-01,5,4,5,4,3,0,3,1,0,2,4.777072677096806,65.92321960294107,32,20,16,13,123783.87621184601,0.11694294094673038
HQ01,DEPT08,SEC077,2025-01,8,5,2,5,0,2,2,0,1,0,6.634377106434081,36.39289479671,38,18,13,11,62981.23675842124,0.41300584426689263
HQ01,DEPT08,SEC078,2025-01,6,6,3,6,1,2,2,0,0,3,2.35880646771704,16.376847291789165,28,16,12,10,42420.3138644705,0.19054528404432128
HQ01,DEPT08,SEC079,2025-01,7,5,4,2,0,1,1,0,2,0,1.3800319978980342,13.821412934018115,12,7,5,5,34084.55724053706,0.06666680912963201
HQ01,DEPT08,SEC080,2025-01,6,4,3,6,2,1,1,2,1,0,2.4383720117695136,16.928274466073308,31,19,12,8,18196.869528047508,0.44124188835079736
HQ01,DEPT09,SEC081,2025-01,4,9,7,4,2,1,1,1,0,1,2.4591652609801495,30.550946715367942,30,21,14,10,36121.36760841482,0.3046737243622625
HQ01,DEPT09,SEC082,2025-01,6,4,5,2,2,1,2,4,1,1,2.5434632984793404,21.6173190640142,23,16,10,6,54681.013340889396,0.09405415423505858
HQ01,DEPT09,SEC083,2025-01,12,1,5,1,1,1,1,0,0,0,1.8410097261693672,9.695924849746117,26,13,7,5,16617.997955016588,0.25143797036831433
HQ01,DEPT09,SEC084,2025-01,5,3,7,5,1,0,2,1,2,1,3.3295807656540215,54.549905314491845,32,19,10,7,32358.662685434494,0.599019267507536
HQ01,DEPT09,SEC085,2025-01,12,5,2,4,0,2,3,0,1,1,3.266037842714102,27.573563510800483,57,38,23,14,28916.074151372093,0.8741587398021988
HQ01,DEPT09,SEC086,2025-01,7,5,3,3,1,1,1,1,3,1,1.6111658269410443,11.352443748927234,22,15,9,5,47838.27765949518,0.12432282998279891
HQ01,DEPT09,SEC087,2025-01,9,5,3,5,1,1,4,2,1,2,3.4719585421201304,20.04275633491242,42,27,21,12,62147.96370963988,0.2968614360095592
HQ01,DEPT09,SEC088,2025-01,4,5,3,4,1,2,2,0,1,1,5.575821962404915,51.04389000410763,34,17,10,7,10778.484299033133,0.6396138842193927
HQ01,DEPT09,SEC089,2025-01,5,3,5,5,4,1,4,1,1,1,2.886908240103834,14.243867472802481,29,19,12,9,53009.36083911204,0.08031343870315073
HQ01,DEPT09,SEC090,2025-01,8,6,6,4,0,3,1,0,0,0,2.415572196179868,22.085205344329104,18,13,12,9,42758.38223690877,0.24388232859309777
HQ01,DEPT10,SEC091,2025-01,5,6,4,3,4,2,1,4,2,1,2.586482578677406,19.582896124646417,30,20,11,4,22914.557682948325,0.12460717805390559
HQ01,DEPT10,SEC092,2025-01,8,5,4,2,3,0,1,1,2,0,3.371439715578531,36.040667028678676,40,27,17,10,48597.48257368804,0.18362903971794242
HQ01,DEPT10,SEC093,2025-01,6,8,4,1,2,1,0,3,1,1,1.4832934775363984,14.992702120200644,41,27,15,7,54648.106549272336,0.04223726592491558
HQ01,DEPT10,SEC094,2025-01,2,9,2,4,4,5,0,4,0,1,2.8792698740202405,21.267506051689764,30,17,9,8,21279.84988706125,0.31979406923629305
HQ01,DEPT10,SEC095,2025-01,6,5,1,0,1,0,1,1,2,0,2.3710611977336296,14.010861536391461,12,9,4,2,13329.138306165623,0.04711457023360339
HQ01,DEPT10,SEC096,2025-01,8,6,11,2,1,3,0,0,0,0,5.19002624774826,32.751150631081174,38,24,12,7,38480.94594017546,0.04759045111160649
HQ01,DEPT10,SEC097,2025-01,5,5,8,5,3,4,0,2,2,0,2.557523847071395,30.667024182829124,26,14,9,8,6157.2553627543375,0.3106961258477435
HQ01,DEPT10,SEC098,2025-01,5,3,3,4,3,4,2,0,1,0,4.873248042161069,22.75263218350819,42,23,14,9,41756.21508578819,0.5024048834113071
HQ01,DEPT10,SEC099,2025-01,8,5,4,2,2,4,1,3,1,0,1.8472365319150041,17.2617880409835,27,21,11,7,21736.922959630258,0.14589237272199926
HQ01,DEPT10,SEC100,2025-01,6,4,10,4,2,1,0,1,0,0,3.338563779530862,41.381591495612284,32,21,16,11,49807.190177422184,0.016134765245496147
HQ02,DEPT11,SEC101,2025-01,8,3,5,3,4,3,1,0,2,0,3.0397950407123235,12.915153403009121,27,17,12,9,27315.298753273906,0.5303789740739648
HQ02,DEPT11,SEC102,2025-01,7,8,4,4,1,3,0,2,0,0,2.005379787955288,19.00452358412242,31,19,11,8,81068.9118526959,0.03908235644186575
HQ02,DEPT11,SEC103,2025-01,7,3,7,0,2,1,0,0,1,0,2.8924058796890453,19.491190367386057,23,10,5,2,6612.482642888525,0.29482185330691724
HQ02,DEPT11,SEC104,2025-01,1,1,0,2,1,2,2,0,1,0,4.155287388783508,16.694834833457172,13,3,0,0,0.0,0.1497886795617456
HQ02,DEPT11,SEC105,2025-01,5,6,3,2,1,2,3,1,0,0,2.427041202934677,12.240054280445714,22,12,6,6,15795.587783861265,0.3554831299251074
HQ02,DEPT11,SEC106,2025-01,7,5,6,0,2,2,4,0,0,0,1.5035260849651866,26.37398551479701,12,8,4,4,18309.406833819197,0.28953502866971154
HQ02,DEPT11,SEC107,2025-01,8,4,10,2,1,2,2,0,0,0,2.7016238299560444,17.05324898167185,45,28,14,9,35994.47115780654,0.21756781936072597
HQ02,DEPT11,SEC108,2025-01,11,2,5,3,1,3,0,1,0,0,1.9820901452231101,31.615597555354015,19,10,1,0,0.0,0.6385409197305493
HQ02,DEPT11,SEC109,2025-01,10,0,3,2,3,2,1,0,2,0,2.411335326556384,19.742908728601197,14,5,3,2,4745.824056119473,0.24641600376731582
HQ02,DEPT11,SEC110,2025-01,4,4,4,1,1,4,3,2,1,1,2.6417571440181145,26.88760245202766,15,11,7,5,7100.120365252368,0.25154676112090346
HQ02,DEPT12,SEC111,2025-01,5,3,4,3,3,3,3,2,0,0,1.4963393983779865,27.470093315494296,21,10,8,5,10131.963314621276,0.2708781534261079
HQ02,DEPT12,SEC112,2025-01,4,9,5,5,2,1,0,0,1,1,1.5442210079727332,14.297689984810555,26,17,5,3,11802.842630562553,0.2794719038622732
HQ02,DEPT12,SEC113,2025-01,2,4,4,4,3,2,0,1,1,0,3.217882042715465,35.783527979160354,30,21,15,8,39217.65034782342,0.11548528983175894
HQ02,DEPT12,SEC114,2025-01,5,3,2,2,1,2,0,1,2,4,2.2638082382648728,29.234398770482592,16,8,6,5,19624.79059005613,0.04699136929742712
HQ02,DEPT12,SEC115,2025-01,3,2,1,4,4,0,1,0,1,1,1.107759470489163,17.587639750017225,13,10,3,2,7814.413613884652,0.012228757840630208
HQ02,DEPT12,SEC116,2025-01,8,5,3,3,1,1,0,0,0,2,3.577611549492632,12.55333866858974,35,16,8,7,46329.80886627629,0.1964363086288171
HQ02,DEPT12,SEC117,2025-01,4,2,4,4,4,3,1,0,0,0,2.990167525253653,16.51850673458057,27,16,9,7,12642.946851430183,0.13382166044462415
HQ02,DEPT12,SEC118,2025-01,3,2,3,4,1,2,0,0,4,1,2.117304487637937,13.868729561235456,22,9,6,4,7575.218266907961,0.136495044102234
HQ02,DEPT12,SEC119,2025-01,8,2,5,2,2,0,3,1,4,1,1.7144793116112704,19.93899360358415,22,9,6,4,5356.442169913288,0.36768172913017444
HQ02,DEPT12,SEC120,2025-01,3,3,5,4,0,3,1,2,0,1,3.6419992075176455,14.418091780162083,20,13,5,4,12773.452119806838,0.38338127229588576
HQ02,DEPT13,SEC121,2025-01,5,5,5,2,1,5,3,0,3,1,3.07182767365372,11.673166495519679,16,5,2,2,12686.640098438931,0.05177637531663584
HQ02,DEPT13,SEC122,2025-01,8,4,6,2,0,5,2,2,0,0,6.258313869679934,30.489863096753975,38,26,16,11,47387.2165471296,0.47372737692313044
HQ02,DEPT13,SEC123,2025-01,7,4,6,4,3,1,1,0,4,0,3.1489403819166766,18.18479527726766,40,23,18,16,48081.07050033504,0.04799748407203147
HQ02,DEPT13,SEC124,2025-01,8,4,3,2,2,3,2,2,1,0,3.113339983012786,11.302319077836547,19,10,5,1,5497.252449924138,0.035591497832964766
HQ02,DEPT13,SEC125,2025-01,8,3,4,3,2,0,0,3,0,0,2.5640171414320743,16.847118253472306,21,12,9,6,19075.292056373728,0.08574784188076286
HQ02,DEPT13,SEC126,2025-01,6,8,2,6,3,1,2,1,1,1,3.617819707060021,24.476438415812535,25,16,12,9,28353.510835779856,0.39180052251204744
HQ02,DEPT13,SEC127,2025-01,5,3,7,1,2,5,0,1,1,2,3.3830572768341747,27.892871136152113,19,12,7,5,8174.427956909275,0.0658147504091569
HQ02,DEPT13,SEC128,2025-01,9,12,3,4,0,2,1,4,0,3,4.212699918701477,21.548243272292154,36,18,12,7,28253.870409763254,0.12327816925012114
HQ02,DEPT13,SEC129,2025-01,3,6,3,0,1,4,2,0,1,2,2.264914428878992,7.623572930092858,18,12,9,5,18660.828516347363,0.3318866130179666
HQ02,DEPT13,SEC130,2025-01,5,8,7,4,1,3,1,1,1,0,2.334055667976506,27.615637663722204,26,16,10,4,5865.625143421152,0.12862693153848404
HQ02,DEPT14,SEC131,2025-01,4,4,4,2,4,2,0,0,2,1,2.298631372031623,17.16206460805672,28,20,12,8,25909.276013605988,0.4607267975987976
HQ02,DEPT14,SEC132,2025-01,2,4,4,5,3,1,1,1,0,1,3.585079331052139,28.041938282764246,21,11,8,6,30410.614355834532,0.05497033116657184
HQ02,DEPT14,SEC133,2025-01,5,5,7,5,6,3,2,0,0,0,4.592529924812397,19.2574256292907,40,25,17,11,64575.79140000437,0.36734070951615005
HQ02,DEPT14,SEC134,2025-01,6,5,5,2,2,4,2,3,0,1,2.3149910637920996,15.378543806122648,14,11,7,0,0.0,0.41044775977369946
HQ02,DEPT14,SEC135,2025-01,8,4,2,2,1,1,2,2,0,0,2.3427587671740495,14.764642316339499,15,12,6,3,0.0,0.4952783796693748
HQ02,DEPT14,SEC136,2025-01,4,2,4,6,1,2,1,3,0,2,3.034136980388956,15.726121253739171,46,23,11,2,6542.275165319775,0.5170997162349891
HQ02,DEPT14,SEC137,2025-01,7,7,7,2,1,3,1,1,1,0,2.4942385069814335,16.98117987824878,17,11,9,2,12133.321483241118,0.053855763984780196
HQ02,DEPT14,SEC138,2025-01,6,6,1,6,1,2,3,0,0,2,3.793233336956005,11.949339791242217,27,17,14,7,13587.385523993365,0.11495619634079632
HQ02,DEPT14,SEC139,2025-01,8,4,6,1,4,1,1,0,0,0,1.2359970203139152,13.72669119937199,14,6,4,2,5672.4185417843,0.43843328767266065
HQ02,DEPT14,SEC140,2025-01,3,4,4,3,1,3,1,1,1,0,2.0353203640973607,9.13742022066263,20,14,9,5,24217.637589705337,0.3321137046130464
HQ02,DEPT15,SEC141,2025-01,5,11,5,5,3,2,2,2,2,1,2.06711576023085,9.317549527916189,33,18,9,8,17504.15693275177,0.2684181056867479
HQ02,DEPT15,SEC142,2025-01,7,8,5,2,0,4,5,2,1,0,1.206683148030192,11.329574060107436,10,7,1,0,0.0,0.1929980384067133
HQ02,DEPT15,SEC143,2025-01,4,5,5,5,3,4,1,3,1,1,1.9400748299507613,12.858610026029853,25,15,11,5,16521.829106420773,0.11838153685787688
HQ02,DEPT15,SEC144,2025-01,9,6,1,5,1,2,1,2,2,0,1.9732765006246296,18.69003150270668,19,14,7,5,9950.187714813848,0.0015365600160213888
HQ02,DEPT15,SEC145,2025-01,5,3,2,2,1,2,3,0,2,1,2.533529452069628,29.19719546437388,13,5,4,3,12480.725518012703,0.049032869557353774
HQ02,DEPT15,SEC146,2025-01,3,8,4,4,4,3,1,1,2,2,4.012995869807727,29.371787238682117,28,17,11,7,44781.68053154318,0.10127236463968006
HQ02,DEPT15,SEC147,2025-01,2,3,5,3,5,3,2,1,1,2,2.494850411469525,9.762961251841155,14,9,5,3,15347.707559467663,0.422244558394115
HQ02,DEPT15,SEC148,2025-01,5,3,8,5,2,2,2,2,0,2,1.8949931010200471,16.267645090469387,22,10,4,3,16442.25007449302,0.027175472070523662
HQ02,DEPT15,SEC149,2025-01,1,5,4,1,2,1,0,0,1,1,2.6646318635606883,5.803353274473903,21,17,8,6,18563.032676963125,0.19318163798305735
HQ02,DEPT15,SEC150,2025-01,11,5,6,6,0,2,1,0,0,3,3.9243893813625386,30.06290099806821,29,16,7,3,17539.248391779067,0.6150516303093068
HQ02,DEPT16,SEC151,2025-01,7,6,2,5,3,3,0,0,0,0,1.9317269862879896,34.073940765984055,19,14,12,6,20747.909041634124,0.014615520579035384
HQ02,DEPT16,SEC152,2025-01,6,11,6,3,1,4,1,1,2,2,1.9764430516747005,15.603029988660888,26,14,9,7,18306.342805336953,0.2529690810878613
HQ02,DEPT16,SEC153,2025-01,3,4,0,5,2,1,1,1,1,0,3.305183969491944,33.008192569144114,19,6,4,1,0.0,0.3656439181270884
HQ02,DEPT16,SEC154,2025-01,7,9,4,4,0,4,2,0,2,1,2.5154767783820913,19.52686996472567,23,10,6,4,15440.16408140576,0.2634457100786252
HQ02,DEPT16,SEC155,2025-01,5,5,4,2,5,3,2,2,2,0,3.40968407967952,14.104633108246837,21,11,8,4,0.0,0.10023703221024362
HQ02,DEPT16,SEC156,2025-01,9,3,4,1,2,4,2,0,0,0,2.705329247136532,17.871254274669557,24,16,8,5,27183.403126679248,0.2747707627068039
HQ02,DEPT16,SEC157,2025-01,5,3,3,3,3,2,1,1,1,0,3.474957597664412,20.9796544063297,24,11,7,5,34069.60651138183,0.3979178153218692
HQ02,DEPT16,SEC158,2025-01,5,4,5,8,2,2,3,3,1,1,1.8921668618085385,40.736302942780256,32,19,15,6,31803.289528866037,0.009189447778325234
HQ02,DEPT16,SEC159,2025-01,6,4,1,3,0,8,0,2,3,1,2.706808788582902,13.374876238209893,10,5,2,2,18349.1002954317,0.14525083000007355
HQ02,DEPT16,SEC160,2025-01,5,5,4,4,1,2,1,2,2,0,2.525044016803724,33.39563906162417,24,11,6,3,18147.9587000053,0.09830192830858825
HQ02,DEPT17,SEC161,2025-01,6,0,6,3,4,3,4,1,1,1,1.7761323737535695,13.794075656634972,8,5,2,0,0.0,0.30082734759138124
HQ02,DEPT17,SEC162,2025-01,8,6,4,2,1,4,0,1,1,0,1.5726824341893972,11.89201394044745,12,9,4,1,3998.1538509687857,0.1614346311011778
HQ02,DEPT17,SEC163,2025-01,2,6,4,5,1,3,2,0,0,1,3.4556554933853136,9.964459674668678,17,10,7,2,6551.797539423565,0.4012194322328231
HQ02,DEPT17,SEC164,2025-01,7,3,4,0,2,1,0,0,1,1,2.404078490801332,25.469673384443684,19,8,5,3,10734.758196517036,0.04635170377497014
HQ02,DEPT17,SEC165,2025-01,4,3,1,1,0,5,1,0,1,0,1.9006613440492086,5.360833757476783,10,5,4,2,0.0,0.2087827835012109
HQ02,DEPT17,SEC166,2025-01,4,6,7,2,4,4,1,0,0,0,2.628300322541166,18.14563569067467,32,24,15,12,100088.05672894845,0.06715764506414985
HQ02,DEPT17,SEC167,2025-01,11,5,4,5,1,0,1,0,1,1,4.034194284297692,20.149141333987032,30,21,13,7,56025.29686568431,0.07274903738136647
